0.28125,0,0.393939,0.382353,0.5,0.539683,1
0.5625,0,0.848485,0.852941,1,0.111111,0
0.875,0,0.393939,0.382353,0.75,0.301587,1
0.53125,0,0.757576,0.735294,0.5,0.031746,0
0.3125,0,0.606061,0.558824,0.25,0.063492,0
0.71875,0,1,1,0,0.31746,0
0.5625,0,0.848485,0.852941,1,0.269841,1
0.875,0,0.727273,0.735294,0.75,0.285714,1
0.65625,0,0.424242,0.411765,0.75,0.142857,1
0.5625,0,0.848485,0.852941,1,0.587302,1
0.3125,0,0.69697,0.647059,0.25,0.031746,0
0.5625,0,0.727273,0.588235,0.5,0.269841,1
0.5,0,0.515152,0.5,0.5,0.079365,0
0.15625,0.666667,0.151515,0.147059,0.5,0.126984,1
0.9375,0,0.393939,0.382353,0.75,0.031746,0
0.5625,0,0.848485,0.852941,1,0.111111,0
0.53125,0,0.242424,0.558824,0.5,0.428571,1
0.875,0,0.727273,0.735294,0.75,0.031746,0
0.5625,0,0.848485,0.852941,1,0.222222,0
0.5,0,0.515152,0.5,0.5,0.079365,0
0.9375,0,0.393939,0.382353,0.75,0,0
